,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
2360,iPhone 14 Pro Max 512 GB (nano-SIM + eSIM),139462174,26,239990,177592,Apple,6049,5,5,https://www.wildberries.ru/catalog/139462174/detail.aspx?targetUrl=BP
2361,iPhone 14 Pro Max 512 GB (nano-SIM + eSIM),138525766,26,239990,177592,Apple,6049,5,5,https://www.wildberries.ru/catalog/138525766/detail.aspx?targetUrl=BP
2362,iPhone 14 Pro Max 512 GB (nano-SIM + eSIM),139462175,26,239990,177592,Apple,6049,5,5,https://www.wildberries.ru/catalog/139462175/detail.aspx?targetUrl=BP
2363,iPhone 14 Pro 512 GB (nano-SIM + eSIM),139381186,19,209990,170091,Apple,6049,4,5,https://www.wildberries.ru/catalog/139381186/detail.aspx?targetUrl=BP
2364,iPhone 14 Pro 512 GB (nano-SIM + eSIM),138523855,19,209990,170091,Apple,6049,4,5,https://www.wildberries.ru/catalog/138523855/detail.aspx?targetUrl=BP
2365,iPhone 14 Pro 512 GB (nano-SIM + eSIM),139801242,19,209990,170091,Apple,6049,4,5,https://www.wildberries.ru/catalog/139801242/detail.aspx?targetUrl=BP
2366,iPhone 14 Pro 512 GB (nano-SIM + eSIM),138523854,19,209990,170091,Apple,6049,4,5,https://www.wildberries.ru/catalog/138523854/detail.aspx?targetUrl=BP
2367,Смартфон iPhone 14 Pro Max (nano Sim + eSim) 256GB,137532536,11,189525,168677,Apple,6049,0,0,https://www.wildberries.ru/catalog/137532536/detail.aspx?targetUrl=BP
2368,iPhone 14 Pro Max 256 GB (nano-SIM + eSIM),138524896,15,189990,161491,Apple,6049,9,5,https://www.wildberries.ru/catalog/138524896/detail.aspx?targetUrl=BP
2369,iPhone 14 Pro Max 256 GB (nano-SIM + eSIM),139380863,15,189990,161491,Apple,6049,9,5,https://www.wildberries.ru/catalog/139380863/detail.aspx?targetUrl=BP
2370,IPhone 14 Pro Gold 512GB,134689357,15,189529,161099,Apple,6049,0,0,https://www.wildberries.ru/catalog/134689357/detail.aspx?targetUrl=BP
2371,Смартфон Galaxy Z Fold4 12 512Гб (SM-F936B DS),137013884,0,154990,154990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137013884/detail.aspx?targetUrl=BP
2372,IPhone 14 Pro Max Gold 256GB,134667594,15,180865,153735,Apple,6049,0,0,https://www.wildberries.ru/catalog/134667594/detail.aspx?targetUrl=BP
2373,IPhone 14 Pro Max Space Black 256GB,134667595,15,180865,153735,Apple,6049,0,0,https://www.wildberries.ru/catalog/134667595/detail.aspx?targetUrl=BP
2374,"Смартфон iPhone 14 Pro Max 256 Гб Dual SIM, Space Black",137762451,15,176458,149989,Apple,6049,0,0,https://www.wildberries.ru/catalog/137762451/detail.aspx?targetUrl=BP
2375,"Смартфон iPhone 14 Pro Max 256 Гб Dual SIM, Gold",137762440,15,176458,149989,Apple,6049,0,0,https://www.wildberries.ru/catalog/137762440/detail.aspx?targetUrl=BP
2376,iPhone 14 Pro Max 128 GB (nano-SIM + eSIM),138524709,14,169990,146191,Apple,6049,10,5,https://www.wildberries.ru/catalog/138524709/detail.aspx?targetUrl=BP
2377,iPhone 14 Pro Max 128 GB (nano-SIM + eSIM),138524707,14,169990,146191,Apple,6049,10,5,https://www.wildberries.ru/catalog/138524707/detail.aspx?targetUrl=BP
2378,iPhone 14 Pro Max 128 GB (nano-SIM + eSIM),138524710,14,169990,146191,Apple,6049,10,5,https://www.wildberries.ru/catalog/138524710/detail.aspx?targetUrl=BP
2379,Смартфон IPhone 14 Plus 512 ГБ Red with Sim tray,134677822,6,154990,145690,Apple,6049,0,0,https://www.wildberries.ru/catalog/134677822/detail.aspx?targetUrl=BP
2380,Смартфон IPhone 14 Plus 512 ГБ Starlight with Sim tray,134677819,6,154990,145690,Apple,6049,0,0,https://www.wildberries.ru/catalog/134677819/detail.aspx?targetUrl=BP
2381,Смартфон IPhone 14 Plus 512 ГБ Midnight with Sim tray,134677817,6,154990,145690,Apple,6049,0,0,https://www.wildberries.ru/catalog/134677817/detail.aspx?targetUrl=BP
2382,Смартфон IPhone 14 Plus 512 ГБ Purple with Sim tray,134677816,6,154990,145690,Apple,6049,0,0,https://www.wildberries.ru/catalog/134677816/detail.aspx?targetUrl=BP
2383,"Смартфон iPhone 14 Pro Max 128 Гб Dual SIM, Gold",137758782,15,169921,144432,Apple,6049,0,0,https://www.wildberries.ru/catalog/137758782/detail.aspx?targetUrl=BP
2384,"Смартфон iPhone 14 Pro Max 128 Гб Dual SIM, Silver",137758784,15,169921,144432,Apple,6049,0,0,https://www.wildberries.ru/catalog/137758784/detail.aspx?targetUrl=BP
2385,"Смартфон iPhone 14 Pro Max 128 Гб Dual SIM, Deep Purple",137758781,15,169921,144432,Apple,6049,0,0,https://www.wildberries.ru/catalog/137758781/detail.aspx?targetUrl=BP
2386,Смартфон iPhone 14 Pro Max (nano Sim + eSim) 256GB,137532540,11,162247,144399,Apple,6049,0,0,https://www.wildberries.ru/catalog/137532540/detail.aspx?targetUrl=BP
2387,iPhone 13 Pro Max 1 Tb (nano-SIM + eSIM),140738737,10,159990,143991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140738737/detail.aspx?targetUrl=BP
2388,iPhone 13 Pro Max 1 Tb (nano-SIM + eSIM),140486928,10,159990,143991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140486928/detail.aspx?targetUrl=BP
2389,IPhone 14 Pro Space Black 256GB,134680637,15,163386,138878,Apple,6049,0,0,https://www.wildberries.ru/catalog/134680637/detail.aspx?targetUrl=BP
2390,IPhone 14 Pro Deep Purple 256GB,134680639,15,163386,138878,Apple,6049,0,0,https://www.wildberries.ru/catalog/134680639/detail.aspx?targetUrl=BP
2391,IPhone 14 Pro Gold 256GB,134680638,15,163386,138878,Apple,6049,0,0,https://www.wildberries.ru/catalog/134680638/detail.aspx?targetUrl=BP
2392,IPhone 14 Pro Silver 256GB,134680640,15,163386,138878,Apple,6049,0,0,https://www.wildberries.ru/catalog/134680640/detail.aspx?targetUrl=BP
2393,iPhone 14 Pro 256 GB (nano-SIM + eSIM),138506939,19,169990,137691,Apple,6049,13,5,https://www.wildberries.ru/catalog/138506939/detail.aspx?targetUrl=BP
2394,iPhone 14 Pro 256 GB (nano-SIM + eSIM),138506935,19,169990,137691,Apple,6049,13,5,https://www.wildberries.ru/catalog/138506935/detail.aspx?targetUrl=BP
2395,iPhone 14 Pro 256 GB (nano-SIM + eSIM),138506938,19,169990,137691,Apple,6049,13,5,https://www.wildberries.ru/catalog/138506938/detail.aspx?targetUrl=BP
2396,iPhone 14 Pro 256 GB (nano-SIM + eSIM),138506937,19,169990,137691,Apple,6049,13,5,https://www.wildberries.ru/catalog/138506937/detail.aspx?targetUrl=BP
2397,Смартфон Galaxy Z Fold4 12 512Гб (SM-F936B DS),137013877,0,135990,135990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137013877/detail.aspx?targetUrl=BP
2398,iPhone 13 Pro Max 256 GB (nano-SIM + eSIM),140485435,3,139990,135790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140485435/detail.aspx?targetUrl=BP
2399,iPhone 13 Pro Max 256 GB (nano-SIM + eSIM),140485434,3,139990,135790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140485434/detail.aspx?targetUrl=BP
2400,iPhone 13 Pro 1 Tb (nano-SIM + eSIM),140739333,10,149990,134991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739333/detail.aspx?targetUrl=BP
2401,iPhone 13 Pro 1 Tb (nano-SIM + eSIM),140739337,10,149990,134991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739337/detail.aspx?targetUrl=BP
2402,iPhone 13 Pro 1 Tb (nano-SIM + eSIM),140739334,10,149990,134991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739334/detail.aspx?targetUrl=BP
2403,iPhone 13 Pro 1 Tb (nano-SIM + eSIM),140739336,10,149990,134991,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739336/detail.aspx?targetUrl=BP
2404,Смартфон iPhone 14 Pro Max (nano Sim + eSim) 128GB,137531317,11,150290,133758,Apple,6049,0,0,https://www.wildberries.ru/catalog/137531317/detail.aspx?targetUrl=BP
2405,iPhone 14 Pro 128 GB (nano-SIM + eSIM),138486410,12,149990,131991,Apple,6049,12,5,https://www.wildberries.ru/catalog/138486410/detail.aspx?targetUrl=BP
2406,iPhone 14 Pro 128 GB (nano-SIM + eSIM),138486414,12,149990,131991,Apple,6049,12,5,https://www.wildberries.ru/catalog/138486414/detail.aspx?targetUrl=BP
2407,iPhone 14 Pro 128 GB (nano-SIM + eSIM),138486412,12,149990,131991,Apple,6049,12,5,https://www.wildberries.ru/catalog/138486412/detail.aspx?targetUrl=BP
2408,Смартфон Galaxy Z Fold4 12 256GB,108823206,11,146699,130562,Samsung,5772,0,0,https://www.wildberries.ru/catalog/108823206/detail.aspx?targetUrl=BP
2409,Смартфон Galaxy Z Fold4 12 256GB,108823207,11,146287,130195,Samsung,5772,0,0,https://www.wildberries.ru/catalog/108823207/detail.aspx?targetUrl=BP
2410,IPhone 14 Pro Gold 128GB,134673682,15,150314,127766,Apple,6049,0,0,https://www.wildberries.ru/catalog/134673682/detail.aspx?targetUrl=BP
2411,IPhone 14 Pro Deep Purple 128GB,134673681,15,150314,127766,Apple,6049,0,0,https://www.wildberries.ru/catalog/134673681/detail.aspx?targetUrl=BP
2412,IPhone 14 Pro Silver 128GB,134673684,15,150314,127766,Apple,6049,0,0,https://www.wildberries.ru/catalog/134673684/detail.aspx?targetUrl=BP
2413,Смартфон Galaxy Z Fold4 12 256GB,108823208,11,142310,126655,Samsung,5772,0,0,https://www.wildberries.ru/catalog/108823208/detail.aspx?targetUrl=BP
2414,Смартфон Galaxy Z Fold4 12 256Гб (SM-F936B DS),137013880,0,125990,125990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137013880/detail.aspx?targetUrl=BP
2415,Смартфон Galaxy Z Fold4 12 256Гб (SM-F936B DS),137013876,0,125990,125990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137013876/detail.aspx?targetUrl=BP
2416,iPhone 13 Pro Max 128gb Sierra Blue,115040430,0,125000,125000,Apple,6049,0,0,https://www.wildberries.ru/catalog/115040430/detail.aspx?targetUrl=BP
2417,iPhone 13 Pro Max 128 GB (nano-SIM + eSIM),140739434,4,129990,124790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739434/detail.aspx?targetUrl=BP
2418,Смартфон IPhone 14 512 ГБ Red with Sim tray,134655756,5,129990,123490,Apple,6049,0,0,https://www.wildberries.ru/catalog/134655756/detail.aspx?targetUrl=BP
2419,Смартфон IPhone 14 512 ГБ Midnight with Sim tray,134655752,5,129990,123490,Apple,6049,0,0,https://www.wildberries.ru/catalog/134655752/detail.aspx?targetUrl=BP
2420,Смартфон IPhone 14 512 ГБ Starlight with Sim tray,134655753,5,129990,123490,Apple,6049,0,0,https://www.wildberries.ru/catalog/134655753/detail.aspx?targetUrl=BP
2421,Смартфон IPhone 14 512 ГБ Blue with Sim tray,134655762,5,129990,123490,Apple,6049,0,0,https://www.wildberries.ru/catalog/134655762/detail.aspx?targetUrl=BP
2422,Смартфон SM-F936B Galaxy Z Fold 4,137837815,21,151887,119990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137837815/detail.aspx?targetUrl=BP
2423,"Смартфон Galaxy S22 Ultra Note 12 512 GB, черный",104578287,13,137766,119856,Samsung,5772,0,0,https://www.wildberries.ru/catalog/104578287/detail.aspx?targetUrl=BP
2424,Смартфон SM-F936B Galaxy Z Fold 4,137842200,20,144988,115990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137842200/detail.aspx?targetUrl=BP
2425,Смартфон SM-F936B Galaxy Z Fold 4,137842196,20,144988,115990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137842196/detail.aspx?targetUrl=BP
2426,Смартфон SM-F936B Galaxy Z Fold 4,137842198,20,144988,115990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/137842198/detail.aspx?targetUrl=BP
2427,iPhone 14 Plus 512 GB (nano-SIM + eSIM),138522902,24,149990,113992,Apple,6049,3,5,https://www.wildberries.ru/catalog/138522902/detail.aspx?targetUrl=BP
2428,iPhone 14 Plus 512 GB (nano-SIM + eSIM),138522903,24,149990,113992,Apple,6049,3,5,https://www.wildberries.ru/catalog/138522903/detail.aspx?targetUrl=BP
2429,iPhone 14 Plus 512 GB (nano-SIM + eSIM),138522901,24,149990,113992,Apple,6049,3,5,https://www.wildberries.ru/catalog/138522901/detail.aspx?targetUrl=BP
2430,iPhone 14 Plus 512 GB (nano-SIM + eSIM),138522900,24,149990,113992,Apple,6049,3,5,https://www.wildberries.ru/catalog/138522900/detail.aspx?targetUrl=BP
2431,Смартфон iPhone 14 128 GB,140909468,25,145000,108750,Apple,6049,0,0,https://www.wildberries.ru/catalog/140909468/detail.aspx?targetUrl=BP
2432,Смартфон iPhone 14 128 GB,140908893,25,145000,108750,Apple,6049,0,0,https://www.wildberries.ru/catalog/140908893/detail.aspx?targetUrl=BP
2433,Смартфон iPhone 14 128 GB,140909469,25,145000,108750,Apple,6049,0,0,https://www.wildberries.ru/catalog/140909469/detail.aspx?targetUrl=BP
2434,iPhone 14 512 GB (nano-SIM + eSIM),139800874,10,119990,107991,Apple,6049,0,0,https://www.wildberries.ru/catalog/139800874/detail.aspx?targetUrl=BP
2435,iPhone 14 Plus 256 GB (nano-SIM + eSIM),139701365,17,129990,107891,Apple,6049,0,0,https://www.wildberries.ru/catalog/139701365/detail.aspx?targetUrl=BP
2436,iPhone 14 Plus 256 GB (nano-SIM + eSIM),140739119,17,129990,107891,Apple,6049,0,0,https://www.wildberries.ru/catalog/140739119/detail.aspx?targetUrl=BP
2437,iPhone 14 Plus 256 GB (nano-SIM + eSIM),139701367,17,129990,107891,Apple,6049,0,0,https://www.wildberries.ru/catalog/139701367/detail.aspx?targetUrl=BP
2438,iPhone 14 Plus 256 GB (nano-SIM + eSIM),139462459,17,129990,107891,Apple,6049,0,0,https://www.wildberries.ru/catalog/139462459/detail.aspx?targetUrl=BP
2439,iPhone 14 Plus 256 GB (nano-SIM + eSIM),139701368,17,129990,107891,Apple,6049,0,0,https://www.wildberries.ru/catalog/139701368/detail.aspx?targetUrl=BP
2440,Смартфон IPhone 14 256 ГБ Red eSim,134668196,8,114990,105790,Apple,6049,0,0,https://www.wildberries.ru/catalog/134668196/detail.aspx?targetUrl=BP
2441,Смартфон IPhone 14 256 ГБ Purple eSim,134668195,8,114990,105790,Apple,6049,0,0,https://www.wildberries.ru/catalog/134668195/detail.aspx?targetUrl=BP
2442,Смартфон IPhone 14 256 ГБ Starlight eSim,134668192,8,114990,105790,Apple,6049,0,0,https://www.wildberries.ru/catalog/134668192/detail.aspx?targetUrl=BP
2443,Смартфон IPhone 14 256 ГБ Blue eSim,134668194,8,114990,105790,Apple,6049,0,0,https://www.wildberries.ru/catalog/134668194/detail.aspx?targetUrl=BP
2444,Смартфон iPhone 14 Plus (nano Sim + eSim) 256GB,139882581,11,114380,101798,Apple,6049,0,0,https://www.wildberries.ru/catalog/139882581/detail.aspx?targetUrl=BP
2445,iPhone 14 256 GB (nano-SIM + eSIM),139800335,18,119990,98391,Apple,6049,9,5,https://www.wildberries.ru/catalog/139800335/detail.aspx?targetUrl=BP
2446,iPhone 14 256 GB (nano-SIM + eSIM),139800336,18,119990,98391,Apple,6049,9,5,https://www.wildberries.ru/catalog/139800336/detail.aspx?targetUrl=BP
2447,iPhone 14 256 GB (nano-SIM + eSIM),140208273,18,119990,98391,Apple,6049,9,5,https://www.wildberries.ru/catalog/140208273/detail.aspx?targetUrl=BP
2448,iPhone 14 256 GB (nano-SIM + eSIM),138522054,18,119990,98391,Apple,6049,9,5,https://www.wildberries.ru/catalog/138522054/detail.aspx?targetUrl=BP
2449,iPhone 14 Plus 128 GB (nano-SIM + eSIM),139702405,19,119990,97191,Apple,6049,0,0,https://www.wildberries.ru/catalog/139702405/detail.aspx?targetUrl=BP
2450,iPhone 14 Plus 128 GB (nano-SIM + eSIM),139702410,19,119990,97191,Apple,6049,0,0,https://www.wildberries.ru/catalog/139702410/detail.aspx?targetUrl=BP
2451,iPhone 14 Plus 128 GB (nano-SIM + eSIM),139702409,19,119990,97191,Apple,6049,0,0,https://www.wildberries.ru/catalog/139702409/detail.aspx?targetUrl=BP
2452,iPhone 14 Plus 128 GB (nano-SIM + eSIM),139702407,19,119990,97191,Apple,6049,0,0,https://www.wildberries.ru/catalog/139702407/detail.aspx?targetUrl=BP
2453,Смартфон 12 256Gb RU,133009849,11,106387,94684,12,91569,0,0,https://www.wildberries.ru/catalog/133009849/detail.aspx?targetUrl=BP
2454,Смартфон 12 256Gb RU,133009871,11,106387,94684,12,91569,0,0,https://www.wildberries.ru/catalog/133009871/detail.aspx?targetUrl=BP
2455,Смартфон IPhone 14 128 ГБ Blue eSim,134661893,5,94990,90240,Apple,6049,0,0,https://www.wildberries.ru/catalog/134661893/detail.aspx?targetUrl=BP
2456,Смартфон IPhone 14 128 ГБ Purple eSim,134661896,5,94990,90240,Apple,6049,0,0,https://www.wildberries.ru/catalog/134661896/detail.aspx?targetUrl=BP
2457,iPhone 14 128 GB (nano-SIM + eSIM),138263169,22,109990,85792,Apple,6049,16,5,https://www.wildberries.ru/catalog/138263169/detail.aspx?targetUrl=BP
2458,iPhone 14 128 GB (nano-SIM + eSIM),138263166,22,109990,85792,Apple,6049,16,5,https://www.wildberries.ru/catalog/138263166/detail.aspx?targetUrl=BP
2459,Смартфон iPhone 14 (Dual eSim) 128GB,139345466,11,94417,84031,Apple,6049,0,0,https://www.wildberries.ru/catalog/139345466/detail.aspx?targetUrl=BP
2460,Смартфон iPhone 14 (nano Sim + eSim) 128GB,137511327,11,93699,83392,Apple,6049,0,0,https://www.wildberries.ru/catalog/137511327/detail.aspx?targetUrl=BP
2461,Смартфон Galaxy S22 128Gb зеленый (SM-S901B DS),115936430,0,68990,68990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/115936430/detail.aspx?targetUrl=BP
2462,Смартфон Galaxy S22 128Gb золотой (SM-S901B DS),115936401,0,68990,68990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/115936401/detail.aspx?targetUrl=BP
2463,Смартфон Galaxy S22 128Gb белый (SM-S901B DS),120056486,0,68990,68990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/120056486/detail.aspx?targetUrl=BP
2464,Смартфон Galaxy S22 128Gb черный (SM-S901B DS),120056481,0,68990,68990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/120056481/detail.aspx?targetUrl=BP
2465,Смартфон Samsung Galaxy S21 FE 6 128 EAC,91207474,0,67735,67735,Sanya,336287,0,0,https://www.wildberries.ru/catalog/91207474/detail.aspx?targetUrl=BP
2466,Смартфон Galaxy Z Flip4 8 128Гб (SM-F721B),136823592,0,79990,79990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/136823592/detail.aspx?targetUrl=BP
2467,Смартфон Galaxy Z Flip4 8 128Гб (SM-F721B),136879951,0,79990,79990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/136879951/detail.aspx?targetUrl=BP
2468,Смартфон iPhone 13 128GB Midnight,103728445,11,89775,79899,Apple,6049,0,0,https://www.wildberries.ru/catalog/103728445/detail.aspx?targetUrl=BP
2469,Смартфон S21+ 128Gb черный (SM-G996B DS),115936364,0,66990,66990,Samsung,5772,0,0,https://www.wildberries.ru/catalog/115936364/detail.aspx?targetUrl=BP
2470,Смартфон 9 Pro+,123446823,0,77000,77000,Realme,48914,0,0,https://www.wildberries.ru/catalog/123446823/detail.aspx?targetUrl=BP
2471,Смартфон Galaxy Z Flip4 8 256GB,108738863,11,86317,76822,Samsung,5772,0,0,https://www.wildberries.ru/catalog/108738863/detail.aspx?targetUrl=BP
2472,iPhone 13 128 GB,140174555,4,79990,76790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140174555/detail.aspx?targetUrl=BP
2473,iPhone 13 128 GB,140174556,4,79990,76790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140174556/detail.aspx?targetUrl=BP
2474,iPhone 13 128 GB,140174558,4,79990,76790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140174558/detail.aspx?targetUrl=BP
2475,iPhone 13 128 GB,140174557,4,79990,76790,Apple,6049,0,0,https://www.wildberries.ru/catalog/140174557/detail.aspx?targetUrl=BP
2476,"Смартфон Galaxy S22+ 6.6"" 2340x1080 AMOLED Exynos 2200 8GB 2…",120416566,0,76700,76700,Samsung,5772,0,0,https://www.wildberries.ru/catalog/120416566/detail.aspx?targetUrl=BP
2477,"Смартфон Galaxy S22+ 6.6"" 2340x1080 AMOLED Exynos 2200 8GB 2…",120416568,0,76700,76700,Samsung,5772,0,0,https://www.wildberries.ru/catalog/120416568/detail.aspx?targetUrl=BP
2478,Pixel 6 Pro 12 128GB Black JP,109790340,0,73999,73999,Google,57548,0,0,https://www.wildberries.ru/catalog/109790340/detail.aspx?targetUrl=BP
